maker,specific_origin,cocoa_percent,maker_location,rating,bean_type,broad_origin
Pralus,"Dominican Republic,Organic",75.0,France,2.0,Blend,Dominican Republic
Pralus,"Monte Alegre,Diego Badero",75.0,France,3.5,Blend,Brazil
Pralus,"Claudio Corallo w,nibs",75.0,France,4.0,Forastero,Sao Tome
Pralus,"Monte Alegre ,Itacare,Brazil",75.0,France,3.0,Forastero,Brazil
Pralus,Tanzania,75.0,France,3.5,Criollo,Tanzania
Pralus,"Sao Tome,Principe",75.0,France,3.5,Forastero,"Sao Tome,Principe"
Pralus,Trinidad,75.0,France,3.5,Trinitario,Trinidad
Pralus,"Madagascar,Nosy Be Isle",75.0,France,3.75,Criollo,Madagascar
Pralus,"Java,Indonesie",75.0,France,3.5,Criollo,Indonesia
Pralus,"Barlovento,Venezuela",75.0,France,3.5,Trinitario,Venezuela
Pralus,Jamaique,75.0,France,4.0,Trinitario,Jamaica
Pralus,Equateur,75.0,France,3.0,Trinitario,Ecuador
Pralus,Vanuatu,75.0,France,3.0,Trinitario,Vanuatu
Pralus,Ghana,75.0,France,3.25,Forastero,Ghana
Pralus,Colombie,75.0,France,3.5,Trinitario,Colombia
Pralus,Fortissima,80.0,France,4.0,"Criollo, Trinitario",Ecuador
Pralus,Cuba,75.0,France,3.0,Trinitario,Cuba
Pralus,"Caracas,Venezuela,Ghana",75.0,France,3.0,"Trinitario, Forastero","Venezuela,Ghana"
Pralus,"Djakarta,Java,Ghana",75.0,France,3.5,"Criollo, Forastero","Indonesia,Ghana"
Pump Street Bakery,"Chocoan Rainforest,Teroro Escondido,ESM",77.0,England,3.5,Blend,Ecuador
Pump Street Bakery,"Crayfish Bay Estate,2014",70.0,England,3.5,Trinitario,Grenada
Pump Street Bakery,"Akesson's,batch 4411",74.0,England,3.5,Criollo,Madagascar
Pump Street Bakery,Honduras,80.0,England,2.75,Blend,Honduras
Pump Street Bakery,"Patanemo Vil,Carabobo State,Tisano family",75.0,England,2.75,Trinitario,Venezuela
Pump Street Bakery,Guantupi River,75.0,England,3.0,Forastero (Nacional),Ecuador
Pump Street Bakery,"Akessons Estate,Sambirano,Ambanja",72.0,England,3.25,Trinitario,Madagascar
Pump Street Bakery,Guantupi River,85.0,England,2.75,Forastero (Nacional),Ecuador
Pura Delizia,Venezuela,73.0,Italy,2.75,Blend,Venezuela
Q Chocolate,Brazil,75.0,Brazil,3.25,Blend,Brazil
Q Chocolate,Brazil,85.0,Brazil,3.5,Blend,Brazil
Q Chocolate,Brazil,55.0,Brazil,2.75,Blend,Brazil
Q Chocolate,Brazil,80.0,Brazil,3.25,Blend,Brazil
Q Chocolate,Brazil,60.0,Brazil,3.0,Blend,Brazil
Q Chocolate,Brazil,65.0,Brazil,3.25,Blend,Brazil
Quetzalli (Wolter),"Mexico,Lot 28022016",70.0,Mexico,2.75,Criollo,Mexico
Quetzalli (Wolter),"Uranga,Lot 22032016",74.0,Mexico,3.0,Trinitario,Mexico
Raaka,Amazon Basin Blend,70.0,U.S.A.,3.0,Blend,"Peru,SMartin,Pangoa,nacional"
Raaka,Virunga,75.0,U.S.A.,2.75,Forastero,Congo
Raaka,Madagascar,75.0,U.S.A.,3.25,Trinitario,Madagascar
Raaka,La Red,85.0,U.S.A.,3.5,Blend,Dominican Republic
Rain Republic,Suchitepequez E,70.0,Guatemala,2.75,Blend,Guatemala
Rancho San Jacinto,Ecuador,75.0,Eucador,3.0,"Forastero(Arriba, CCN)",Ecuador
Ranger,"San Martin,Batch 2",70.0,U.S.A.,2.5,Blend,Peru
Ranger,"Chulucanas,Batch 1",80.0,U.S.A.,3.25,Blend,Peru
Ranger,"Tumbes,Batch 2",73.0,U.S.A.,3.5,Criollo,Peru
Raoul Boulanger,Piura,75.0,France,3.25,Criollo,Peru
Raw Cocoa,Raw,70.0,Poland,2.5,Criollo, 
Republica del Cacao (aka Confecta),Esmeraldas,75.0,Ecuador,3.25,Blend,Ecuador
Republica del Cacao (aka Confecta),"Los Rios,Vinces",75.0,Ecuador,2.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Manabi,75.0,Ecuador,3.0,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),El Oro,67.0,Ecuador,3.5,Forastero (Arriba),Ecuador
Republica del Cacao (aka Confecta),Los Rios,75.0,Ecuador,3.75,Forastero (Arriba),Ecuador
Ritual,"Camino Verde P,Balao,2015 harvest,batch8",75.0,U.S.A.,3.75,Blend,Ecuador
Ritual,"Camino Verde P,Balao,Guayas,2014",85.0,U.S.A.,3.5,Blend,Ecuador
Ritual,"Mid Mountain,2014",70.0,U.S.A.,3.5,Blend, 
Ritual,"Toledo District,Maya",75.0,U.S.A.,3.75,Trinitario,Belize
Ritual,"Maranon,Cajamarca",75.0,U.S.A.,3.0,Forastero (Nacional),Peru
Ritual,Sambirano,75.0,U.S.A.,4.0,Trinitario,Madagascar
Ritual,"Camino Verde P,2012,Balao,Guayas",75.0,U.S.A.,3.25,Nacional (Arriba),Ecuador
Ritual,Gran Couva,75.0,U.S.A.,3.5,Trinitario,Trinidad
Ritual,Costa Rica,75.0,U.S.A.,3.5,Blend,Costa Rica
Roasting Masters,"La Dorado,light roast",70.0,South Korea,3.25,Blend,Costa Rica
Roasting Masters,"Tapanti,light roast",70.0,South Korea,3.25,Blend,Costa Rica
Roasting Masters,Maleku,70.0,South Korea,3.25,Blend,Costa Rica
Robert (aka Chocolaterie Robert),Madagascar,75.0,Madagascar,3.25,Trinitario,Madagascar
Robert (aka Chocolaterie Robert),"Madagascar w,nibs",68.0,Madagascar,3.25,Trinitario,Madagascar
Rococo (Grenada Chocolate Co.),"Gru Grococo,St Andrews",66.0,England,3.5,Trinitario,Grenada
Rogue,"La Masica,Batch 1,FHIA Research Center",75.0,U.S.A.,3.75,Blend,Honduras
Rogue,"Caranero,Choc Garage Exclusive",70.0,U.S.A.,3.75,Blend,Venezuela
Rogue,"Tranquilidad,Batch 1",75.0,U.S.A.,3.25,Blend,Bolivia
Rogue,Porcelana,80.0,U.S.A.,3.75,Criollo,Venezuela
Rogue,"Akessons Estate,Sambirano,2013",70.0,U.S.A.,3.5,Trinitario,Madagascar
Rogue,"Hispaniola,2013",70.0,U.S.A.,3.5,Blend,Dominican Republic
Rogue,"Silvestre,Batch 7,2013",75.0,U.S.A.,4.0,Blend,Bolivia
Rogue,"Bachelor's Hall E,St Thomas Parish",75.0,U.S.A.,3.75,Trinitario,Jamaica
Rogue,"Camino Verde P,Balao,Guayas",75.0,U.S.A.,3.75,Nacional (Arriba),Ecuador
Rogue,"Silvestre,Batch 1,2011",75.0,U.S.A.,3.0,Criollo,Bolivia
Rogue,Piura,75.0,U.S.A.,3.75,Blend,Peru
Rogue,Rio Caribe,70.0,U.S.A.,3.5,Trinitario,Venezuela
Rogue,"Hispaniola,2008",70.0,U.S.A.,2.75,Blend,Dominican Republic
Rogue,Jamaica,70.0,U.S.A.,2.75,Trinitario,Jamaica
Rogue,"Sambirano,2008",70.0,U.S.A.,2.75,Trinitario,Madagascar
Rogue,Trinidad,70.0,U.S.A.,3.0,Trinitario,Trinidad
Rozsavolgyi,Sur del Lago,84.0,Hungary,2.5,Blend,Venezuela
Rozsavolgyi,"Rio Caribe Superior,Paria Penninsula",76.0,Hungary,2.25,Trinitario,Venezuela
Rozsavolgyi,"Sambirano,Akesson Estate",72.0,Hungary,2.5,Trinitario,Madagascar
Rozsavolgyi,Carenero Superior,73.0,Hungary,3.5,Criollo,Venezuela
Rozsavolgyi,Porcelana,71.0,Hungary,2.5,Blend,Venezuela
Rozsavolgyi,"Aragua,Trincheras",70.0,Hungary,3.5,Blend,Venezuela
Rozsavolgyi,Principe,77.0,Hungary,2.75,Forastero,Principe
S.A.I.D.,Malgascio,64.0,Italy,3.5,Trinitario,Madagascar
S.A.I.D.,100 percent,100.0,Italy,1.5,Blend, 
S.A.I.D.,Samana,70.0,Italy,3.0,Blend,Dominican Republic
S.A.I.D.,Arawak,72.0,Italy,3.5,Blend,Carribean
S.A.I.D.,Latino,72.0,Italy,3.5,Blend, 
Sacred,Midnight,83.0,U.S.A.,2.75,Blend,"Central,South America"
Sacred,Twilight,69.0,U.S.A.,3.25,Blend,"Central,South America"
Salgado,Bahia Superior,70.0,Argentina,3.5,Forastero,Brazil
Salgado,Esmeraldas,70.0,Argentina,3.5,Forastero (Nacional),Ecuador
Salgado,Carenero Superior,70.0,Argentina,3.5,Trinitario,Venezuela
Salgado,Rio Arriba,70.0,Argentina,3.5,Forastero (Arriba) ASSS,Ecuador
Santander (Compania Nacional),Colombian 2008,75.0,Colombia,2.75,Forastero (Nacional),Colombia
Santander (Compania Nacional),"Colombian w,nibs",70.0,Colombia,3.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian Semi Dark,53.0,Colombia,2.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian,65.0,Colombia,3.0,Forastero (Nacional),Colombia
Santander (Compania Nacional),Colombian Dark,70.0,Colombia,4.0,Forastero (Nacional),Colombia
Santome,Sao Tome,70.0,France,2.75,Forastero,Sao Tome
Scharffen Berger,San Juan de Cheni,78.0,U.S.A.,4.0,Blend,Peru
Scharffen Berger,Markham Valley,68.0,U.S.A.,3.75,Blend,Papua New Guinea
Scharffen Berger,Camahogne,68.0,U.S.A.,3.5,Trinitario,Grenada
Scharffen Berger,Amina,65.0,U.S.A.,3.75,"Criollo, Trinitario",Madagascar
Scharffen Berger,Tome Acu,68.0,U.S.A.,3.75,Blend,Brazil
Scharffen Berger,Asante,65.0,U.S.A.,4.0,Forastero,Ghana
Scharffen Berger,Ben Tre,72.0,U.S.A.,3.75,Trinitario,Vietnam
Scharffen Berger,Finisterra,72.0,U.S.A.,3.0,Blend,"Venezuela,Trinidad,Madagascar"
Scharffen Berger,Las Islas,72.0,U.S.A.,3.0,Blend,"Carribean,Dominican Republic,Jamaica,Trinidad"
Scharffen Berger,Nibby,62.0,U.S.A.,3.0,Blend, 
Scharffen Berger,Cuyagua,75.0,U.S.A.,3.75,Blend,Venezuela
Scharffen Berger,"Antilles ,Trin,Gren,Dominican Republic,Venezuela",75.0,U.S.A.,3.0,Blend,Carribean
Scharffen Berger,Extra Dark,82.0,U.S.A.,2.0,Blend, 
Scharffen Berger,Bittersweet,70.0,U.S.A.,3.5,Blend, 
Scharffen Berger,Kumasi Sambirano,68.0,U.S.A.,2.0,Blend,"Ghana,Madagascar"
Scharffen Berger,Jamaica a l'ancienne,70.0,U.S.A.,2.0,Trinitario,Jamaica
Scharffen Berger,Semisweet,62.0,U.S.A.,3.0,Blend, 
Seaforth,Dominican Republic,70.0,England,2.75,Blend,Dominican Republic
Seaforth,Grenada,70.0,England,2.75,Blend,Grenada
Shark Mountain,Jamaica,72.0,U.S.A.,3.25,Trinitario,Jamaica
Shark Mountain,Papua New Guinea,73.0,U.S.A.,3.5,Forastero,Papua New Guinea
Shark Mountain,Cuyagua,77.0,U.S.A.,2.75,Criollo,Venezuela
Shark Mountain,ROIG,74.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Shark Mountain,Ecuador,75.0,U.S.A.,3.0,Trinitario,Ecuador
Shark Mountain,"Belize,2013",72.0,U.S.A.,3.25,"Criollo, Trinitario",Belize
Shark's,Hilo,73.0,U.S.A.,2.0,Blend,Hawaii
Shark's,"Hilo,w,added cocoa butter",73.0,U.S.A.,2.5,Blend,Hawaii
Shattell,Tingo Maria,70.0,Peru,3.25,Blend,Peru
Shattell,Porcelana,75.0,Peru,3.5,Criollo,Peru
Sibu,Oro,82.0,Costa Rica,3.25,Blend,Costa Rica
Sibu,Oscuro,70.0,Costa Rica,3.5,Blend,Costa Rica
Sibu Sura,Peru,70.0,U.S.A.,2.5,Blend,Peru
Silvio Bessone,Maya Belize,67.0,Italy,3.0,Criollo,Belize
Silvio Bessone,"Trintade,Sao Tome",65.0,Italy,3.25,Forastero,Sao Tome
Silvio Bessone,"Bahia,Scavina",60.0,Italy,3.25,Trinitario,Brazil
Silvio Bessone,"Porcelana,Colombia,Amazonas",68.0,Italy,3.0,"Criollo, Trinitario",Colombia
Sirene,Wild Bolivia,73.0,Canada,3.5,Blend,Bolivia
Sirene,Kokoa Kamili Coop,73.0,Canada,3.5,Blend,Tanzania
Sirene,"Esmeraldas,Salazar Farm",73.0,Canada,3.75,Blend,Ecuador
Sirene,"Somia Plantation,2012",100.0,Canada,3.0,Trinitario,Madagascar
Sirene,"Camino Verde P,Balao,Guayas,2012",100.0,Canada,3.0,Blend,Ecuador
Sirene,"Lachua w,cane sugar",73.0,Canada,3.0,Blend,Guatemala
Sirene,"Lachua w,maple sugar,batch 5",73.0,Canada,3.25,Blend,Guatemala
Sirene,Pisa,73.0,Canada,3.25,Blend,Haiti
Sirene,"Somia Plantation,2012",67.0,Canada,3.75,Trinitario,Madagascar
Sirene,"Somia Plantation,2012",73.0,Canada,3.75,Trinitario,Madagascar
Sirene,"Camino Verde P,Balao,Guayas",73.0,Canada,3.75,Blend,Ecuador
Sjolinds,Ghana,70.0,U.S.A.,2.75,Forastero,Ghana
Sjolinds,Nicaragua,72.0,U.S.A.,3.0,Blend,Nicaragua
"Smooth Chocolator, The","Oko Caribe,DOR005",70.0,Australia,3.5,Blend,Dominican Republic
"Smooth Chocolator, The","Guasare,La Sierra de Perija,batch gua001",70.0,Australia,3.75,Criollo,Venezuela
"Smooth Chocolator, The","Porcelana,Sorotaima,Machiques,batch pcl001",70.0,Australia,4.0,Criollo,Ecuador
"Smooth Chocolator, The","Maya Mtn,Moho R,Toledo D",70.0,Australia,3.75,Blend,Belize
"Smooth Chocolator, The",Tien Giang,70.0,Australia,3.0,Trinitario,Vietnam
"Smooth Chocolator, The",Australia,67.0,Australia,3.75,Blend,Australia
"Smooth Chocolator, The","Chimelb,Lanquin,Alta Verapaz,b,GUA001",70.0,Australia,3.25,Blend,Guatemala
"Smooth Chocolator, The",Akesson's Estate,65.0,Australia,3.25,Trinitario,Madagascar
"Smooth Chocolator, The",Akesson's Estate,70.0,Australia,3.5,Trinitario,Madagascar
"Smooth Chocolator, The",Kokoa Kamili,67.0,Australia,3.75,Blend,Tanzania
"Smooth Chocolator, The",San Juan Estate,70.0,Australia,3.75,Trinitario,Trinidad
"Smooth Chocolator, The",Camino Verde,72.0,Australia,4.0,Blend,Ecuador
"Smooth Chocolator, The",Bolivia,72.0,Australia,2.75,Blend,Bolivia
"Smooth Chocolator, The","Papua New Guinea,triple roast,batch 1",65.0,Australia,3.5,Blend,Papua New Guinea
"Smooth Chocolator, The","Maranon,batch 2",67.0,Australia,3.0,Forastero (Nacional),Peru
"Smooth Chocolator, The","Chuao,batch 3",70.0,Australia,3.75,Trinitario,Venezuela
Snake & Butterfly,Ghana,67.0,U.S.A.,1.5,Forastero,Ghana
Snake & Butterfly,Madagascar,68.0,U.S.A.,3.0,Trinitario,Madagascar
Snake & Butterfly,Ecuador,68.0,U.S.A.,3.25,Blend,Ecuador
Sol Cacao,"Ecuador,Batch 1",70.0,U.S.A.,3.5,Blend,Ecuador
Sol Cacao,Madagascar,72.0,U.S.A.,3.0,Trinitario,Madagascar
Solkiki,"Maranon,Fortunato No 4",68.0,England,2.75,Forastero (Nacional),Peru
Solkiki,"Castillo,Hispaniola,unroasted",85.0,England,2.75,Blend,Dominican Republic
Solomons Gold,Solomon Island,70.0,New Zealand,3.25,Blend,Solomon Islands
Solomons Gold,"Solomon Island w,nibs",75.0,New Zealand,3.25,Blend,Solomon Islands
Solstice,Bundibugyo,70.0,U.S.A.,3.0,"Forastero, Trinitario",Uganda
Solstice,Sambirano,70.0,U.S.A.,3.0,Trinitario,Madagascar
Solstice,Amazonas,70.0,U.S.A.,3.0,Blend,Venezuela
Solstice,Bolivia,70.0,U.S.A.,3.25,Blend,Bolivia
Solstice,San Martin,70.0,U.S.A.,3.25,Blend,Peru
Solstice,Wasatch,70.0,U.S.A.,3.5,Blend, 
Soma,"Oko Caribe,Duarte P,Collab w Chocosol",62.0,Canada,3.5,Blend,Dominican Republic
Soma,"Sambirano Valley,Black Science,B,603070",70.0,Canada,3.5,Trinitario,Madagascar
Soma,"Bahia Black,batch bra507221",70.0,Canada,3.5,Forastero (Parazinho),Brazil
Soma,"Abstract S w,Jamaica nibs,batch abs603230",75.0,Canada,3.75,Blend,"Venezuela,Ecuador,Peru,Nicaragua"
Soma,"Chuno,San Jose de Bocay,Pantasma R,BS",70.0,Canada,3.75,Trinitario,Nicaragua
Soma,"Tien Giang,Black S,batch VIT604200",70.0,Canada,4.0,Trinitario,Vietnam
Soma,"Camino Verde,Black S,batch cvu60300",70.0,Canada,3.25,Blend,Ecuador
Soma,CSB Chama,70.0,Canada,3.5,Criollo,Venezuela
Soma,Porcelana,75.0,Canada,4.0,Blend,Venezuela
Soma,"La Tronca,Matagalpa",70.0,Canada,3.5,Blend,Nicaragua
Soma,Maranon Canyon,70.0,Canada,3.75,Forastero (Nacional),Peru
Soma,La Dalia,70.0,Canada,3.25,Trinitario,Nicaragua
Soma,"Camino Verde P,Balao,Guayas",80.0,Canada,3.5,Forastero (Nacional),Ecuador
Soma,"Espiritu Santo,'Smoke Monster'",70.0,Canada,3.75,Forastero (Amelonado),Vanuatu
Soma,Little Big Man,70.0,Canada,3.25,Blend,"Madagascar,Ecuador"
Soma,"Rizek Cacao,Dominican Republic",77.0,Canada,3.75,Trinitario,Dominican Republic
Soma,Java,70.0,Canada,3.25,Criollo,Indonesia
Soma,"Apurimac,El Quinacho Co,op",70.0,Canada,2.75,Criollo,Peru
Soma,"Sangre Grande P,Trinidad",70.0,Canada,3.75,Trinitario,Trinidad
Soma,Chef's Blend,70.0,Canada,3.25,Blend, 
Soma,Patanemo,70.0,Canada,3.75,Criollo,Venezuela
Soma,Crazy 88,88.0,Canada,4.0,Blend,"Guatemala,Dominican Republic,Peru,Madagascar,Papua New Guinea"
Soma,"Maracaibo,El Vigia",70.0,Canada,4.0,Criollo,Venezuela
Soma,Equator,67.0,Canada,4.0,Blend,"Peru,Dominican Republic"
Soma,Orinoco,70.0,Canada,3.25,Forastero,Venezuela
Soma,"Bachelor's Hall E,St Thomas Parish",70.0,Canada,4.0,Trinitario,Jamaica
Soma,Noula Coop,70.0,Canada,3.25,Blend,Haiti
Soma,O'ahu,70.0,Canada,3.75,Blend,Hawaii
Soma,"Dual Origins,Sambirano,Elvesia",70.0,Canada,4.0,Blend,"Dominican Republic,Madagascar"
Soma,"Dancing in Your Head,5 bean blend",70.0,Canada,4.0,Blend,"Grenada,Papua New Guinea,Hawaii,Haiti,Madagascar"
Soma,Cahabon Region,70.0,Canada,3.5,Trinitario,Guatemala
Soma,Carenero Superior,70.0,Canada,3.75,Trinitario,Venezuela
Soma,Eastern Promises,70.0,Canada,3.5,Blend,"Madagascar,Java,Papua New Guinea"
Soma,Papua New Guinea,85.0,Canada,3.5,Trinitario,Papua New Guinea
Soma,"Grenada,Black Science",70.0,Canada,2.75,Trinitario,Grenada
Soma,"Alto Beni,Wild Bolivian",70.0,Canada,3.5,Nacional,Bolivia
Soma,Peruvian,64.0,Canada,4.0,Blend,Peru
Soma,"Three Amigos,Chuao,Wild Bolivia,Dominican Republic",70.0,Canada,4.0,nan,"Venezuela,Bolivia,Dominican Republic"
Soma,"Elvesia P,Black Science",70.0,Canada,3.75,Forastero,Dominican Republic
Soma,Chuao,70.0,Canada,3.5,Criollo,Venezuela
Soma,Black Science Blend 1,70.0,Canada,3.75,"Trinitario, Nacional","Dominican Republic,Ecuador,Peru"
Soma,Hispaniola,70.0,Canada,3.0,Forastero,Dominican Republic
Soma,Africa,70.0,Canada,3.5,Forastero,Ghana
Soma,Conacado,70.0,Canada,3.0,Trinitario,Dominican Republic
Soma,Papua New Guinea,70.0,Canada,3.5,Trinitario,Papua New Guinea
Soma,Madagascar,70.0,Canada,3.75,Criollo,Madagascar
Soma,Ocumare,70.0,Canada,3.75,Criollo,Venezuela
Somerville,Nicaragua,70.0,U.S.A.,3.25,Blend,Nicaragua
Somerville,"Hawaiian,Big Island",70.0,U.S.A.,3.5,Blend,Hawaii
Soul,Dominican Republic,70.0,Canada,3.25,Blend,Dominican Republic
Soul,Madagascar,70.0,Canada,3.5,Blend,Madagascar
Soul,Venezuela,75.0,Canada,3.5,Blend,Venezuela
Soul,Ecuador,75.0,Canada,3.25,Blend,Ecuador
Soul,Papua New Guinea,77.0,Canada,3.25,Blend,Papua New Guinea
Soul,Tanzania,80.0,Canada,3.5,Blend,Tanzania
Spagnvola,AgroCriso Plantation,70.0,U.S.A.,3.0,Blend,Dominican Republic
Spagnvola,AgroCriso Plantation,80.0,U.S.A.,3.0,Blend,Dominican Republic
Spagnvola,AgroCriso Plantation,75.0,U.S.A.,3.25,Blend,Dominican Republic
Spencer,Dominican Republic,70.0,U.S.A.,3.75,Blend,Dominican Republic
Spencer,Ecuador,70.0,U.S.A.,3.5,Blend,Ecuador
Spencer,Peru,70.0,U.S.A.,2.75,Blend,Peru
Spencer,"Dominican Republic,lot D82R",70.0,Australia,3.5,Blend,Dominican Republic
Spencer,"Ecuador,lot E432314L",70.0,Australia,3.75,Blend,Ecuador
Spencer,"Madagascar,lot M0403R",70.0,Australia,3.75,Blend,Madagascar
Spencer,Malekula Island,72.0,Australia,2.75,Trinitario,Vanuatu
Sprungli (Felchlin),Alto Beni,70.0,Switzerland,3.0,Criollo,Bolivia
SRSLY,Dominican Republic,70.0,U.S.A.,3.0,Blend,Dominican Republic
SRSLY,Dominican Republic,84.0,U.S.A.,2.25,Blend,Dominican Republic
Starchild,"Bolivar,Arriba",70.0,U.S.A.,3.0,Forastero (Nacional),Ecuador
Starchild,Hispaniola,70.0,U.S.A.,3.0,Blend,Dominican Republic
Starchild,Cacao Verapaz,70.0,U.S.A.,3.0,Blend,Guatemala
Starchild,Rio Tuma,70.0,U.S.A.,3.0,Trinitario (Amelonado),Nicaragua
Starchild,Sambirano Valley,70.0,U.S.A.,3.0,Trinitario,Madagascar
Stella (aka Bernrain),"Bahia,Agri,Forestal Plantation,2010",68.0,Switzerland,2.75,Trinitario,Brazil
Stella (aka Bernrain),India,72.0,Switzerland,3.25,Blend,India
Stone Grindz,"Ecuador,Midnight Dark",84.0,U.S.A.,3.5,Blend,Ecuador
Stone Grindz,"Ecuador,Twilght Dark",70.0,U.S.A.,3.5,Blend,Ecuador
StRita Supreme,"Samar,East Visayas region",65.0,U.S.A.,2.5,Blend,Philippines
StRita Supreme,"Samar,East Visayas region",70.0,U.S.A.,2.5,Blend,Philippines
StRita Supreme,"Samar,East Visayas region",75.0,U.S.A.,2.75,Blend,Philippines
Sublime Origins,Sambirano,67.0,U.S.A.,2.75,Trinitario,Madagascar
Sublime Origins,Moho Valley,78.0,U.S.A.,3.25,Trinitario,Belize
Summerbird,Peru,61.0,Denmark,2.5,"Criollo, Trinitario",Peru
Summerbird,Peru,71.0,Denmark,3.0,"Criollo, Trinitario",Peru
Suruca Chocolate,Venezuela,70.0,Venezuela,2.75,Blend,Venezuela
Suruca Chocolate,Venezuela,60.0,Venezuela,3.0,Blend,Venezuela
Svenska Kakaobolaget,Sri Lanka,70.0,Sweden,2.75,"Criollo, Trinitario",Sri Lanka
Szanto Tibor,Nacional,70.0,Hungary,3.25,Blend,Ecuador
Szanto Tibor,Baracoa,88.0,Hungary,3.25,Trinitario,Cuba
Szanto Tibor,Ambolikapiky,70.0,Hungary,3.25,Trinitario,Madagascar
Szanto Tibor,"Winak,Sumaco",70.0,Hungary,3.75,Forastero (Nacional),Ecuador
Szanto Tibor,"Ben Tre,Mekong Delta",70.0,Hungary,3.25,Trinitario,Vietnam
Szanto Tibor,"Fazenda Sempre Firme,Bahia",70.0,Hungary,3.5,Forastero (Parazinho),Brazil
Szanto Tibor,Porcelana,70.0,Hungary,3.5,Criollo,Venezuela
Szanto Tibor,Baracoa,70.0,Hungary,3.75,Trinitario,Cuba
Szanto Tibor,"Autumn,Primary Harvest,2012",70.0,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,"Spring,Secondary Harvest,2012",70.0,Hungary,3.5,Criollo,Madagascar
Szanto Tibor,Cacao Blanco,70.0,Hungary,3.25,Blend,Nicaragua
Szanto Tibor,Santo Domingo,70.0,Hungary,3.25,Blend,Dominican Republic
Szanto Tibor,Millot Plantation,70.0,Hungary,3.25,Blend,Madagascar
Szanto Tibor,"Ayacucho,""El Guinacho""",70.0,Hungary,3.75,Blend,Peru
Szanto Tibor,Crudo,70.0,Hungary,3.0,Blend,Venezuela
Tabal,Costa Rica,70.0,U.S.A.,2.75,Blend,Costa Rica
Tabal,Dominican Republic,70.0,U.S.A.,2.75,Blend,Dominican Republic
Tabal,"Chiapas,Lacandon Jungle",70.0,U.S.A.,2.5,Blend,Mexico
Tabal,Peru,70.0,U.S.A.,3.0,Blend,Peru
Tablette (aka Vanillabeans),Colombia,70.0,Japan,3.0,Blend,Colombia
Tablette (aka Vanillabeans),Papua,62.0,Japan,3.25,Blend,Papua New Guinea
Tablette (aka Vanillabeans),Vietnam,60.0,Japan,3.25,Trinitario,Vietnam
Tablette (aka Vanillabeans),Trinidad,77.0,Japan,2.75,Trinitario,Trinidad
Tan Ban Skrati,"Paramaribo,batch 20160043,01",70.0,Suriname,3.25,Trinitario,Suriname
Taza,Belize,68.0,U.S.A.,3.0,Trinitario,Belize
Taza,Alto Beni,87.0,U.S.A.,3.25,Blend,Bolivia
Taza,Chiapan,75.0,U.S.A.,2.75,Blend,Mexico
Taza,"Dark,Stone Ground",70.0,U.S.A.,3.0,Blend,Dominican Republic
TCHO,West Africa,62.0,U.S.A.,2.0,Forastero,West Africa
TCHO,"Peru,Ecuador",99.0,U.S.A.,3.25,Blend,"Peru,Ecuador"
TCHO,TCHOPro 605,60.0,U.S.A.,2.75,Blend, 
TCHO,TCHOPro 68,68.0,U.S.A.,3.0,Blend, 
TCHO,"Chocolatey,beta",70.0,U.S.A.,2.5,Forastero,Ghana
TCHO,"Fruity,beta",70.0,U.S.A.,2.5,Blend,Peru
TCHO,"Citrus,beta",70.0,U.S.A.,2.75,Blend,Madagascar
TCHO,"Nutty,beta",70.0,U.S.A.,2.5,Blend,Peru
Tejas,Concepcion,70.0,U.S.A.,2.75,Blend,Madagascar
Tejas,Bayou Blend,70.0,U.S.A.,3.0,Blend,"Ecuador,Madagascar,Papua New Guinea"
Tejas,Aranama,70.0,U.S.A.,3.0,Blend,Papua New Guinea
Tejas,Presidio,70.0,U.S.A.,3.5,Blend,Dominican Republic
Tejas,"La Bahia,w,cane juice",70.0,U.S.A.,3.25,Blend,Ecuador
Tejas,Capistrano,70.0,U.S.A.,2.0,Blend,Peru
Tejas,"La Bahia,w,cane sugar",70.0,U.S.A.,3.25,Blend,Ecuador
Tejas,San Jose,70.0,U.S.A.,2.75,Blend,Bolivia
Tejas,Capistrano*,70.0,U.S.A.,3.0,Blend,Madagascar
Tejas,Espada,70.0,U.S.A.,3.25,Blend,Mexico
Tejas,Espada,70.0,U.S.A.,2.75,Blend,Brazil
Tejas,Concepcion*,80.0,U.S.A.,3.0,Blend,Venezuela
Tejas,San Jose,67.0,U.S.A.,3.25,Blend,Bolivia
Tejas,"Bahia,Floresta Azul,Good Friends Reserve#3",70.0,U.S.A.,3.5,Forastero (Parazinho),Brazil
Terroir,Peru,70.0,U.S.A.,2.75,Blend,Peru
Terroir,Belize,70.0,U.S.A.,3.75,Trinitario,Belize
Terroir,Madagascar,70.0,U.S.A.,3.75,Trinitario,Madagascar
Terroir,Ecuador,70.0,U.S.A.,3.25,Blend,Ecuador
Terroir,Oko Caribe,70.0,U.S.A.,3.5,Blend,Dominican Republic
Terroir,Guatemala,70.0,U.S.A.,3.75,Trinitario,Guatemala
Terroir,Ecuador,77.0,U.S.A.,3.25,Blend,Ecuador
